experiment,subject,echo_idx,mean_abs_resid,mse
net1_4echo_bias_corrected,sub-04570,1,0.033471559702322025,0.002270532899109661
net1_4echo_bias_corrected,sub-04570,2,0.03042137413281093,0.002052514772721671
net1_4echo_bias_corrected,sub-04570,3,0.022732783426110428,0.0010850376060693575
net1_4echo_bias_corrected,sub-04570,4,0.025055756132549994,0.0014063928043644724
net1_4echo_bias_corrected,sub-04710,1,0.031105774838424284,0.001961459753838487
net1_4echo_bias_corrected,sub-04710,2,0.02601471961848288,0.0014914169968631421
net1_4echo_bias_corrected,sub-04710,3,0.02087873190897788,0.0009411352052623857
net1_4echo_bias_corrected,sub-04710,4,0.022815788775791435,0.0012035966512007718
net1_4echo_bias_corrected,sub-04800,1,0.027316900179326708,0.0016719078610453496
net1_4echo_bias_corrected,sub-04800,2,0.02521653765930257,0.0015908186010897185
net1_4echo_bias_corrected,sub-04800,3,0.01963305480900112,0.0009328465109993499
net1_4echo_bias_corrected,sub-04800,4,0.022417845667409026,0.0012906788315219337
net1_4echo_bias_corrected,sub-11310,1,0.031233906035794685,0.0020080552172804128
net1_4echo_bias_corrected,sub-11310,2,0.027622382373799045,0.0017219029239070275
net1_4echo_bias_corrected,sub-11310,3,0.021763990686893588,0.0010393784822495063
net1_4echo_bias_corrected,sub-11310,4,0.02385716570083285,0.0013254733066099284
net1_4echo_bias_corrected,sub-16053,1,0.03138104067146243,0.0020180551612459774
net1_4echo_bias_corrected,sub-16053,2,0.027705396961132125,0.0016400607181515
net1_4echo_bias_corrected,sub-16053,3,0.022931960816648885,0.001103008494692916
net1_4echo_bias_corrected,sub-16053,4,0.025336343811508406,0.0014629319922591182
net1_4echo_bias_corrected,sub-17821,1,0.02632330802809033,0.0015837152959954233
net1_4echo_bias_corrected,sub-17821,2,0.022979176097326904,0.0013840306094551886
net1_4echo_bias_corrected,sub-17821,3,0.017616609139036007,0.0007654158628022279
net1_4echo_bias_corrected,sub-17821,4,0.020411078496697974,0.0010404395052360865
net1_4echo_bias_corrected,sub-19284,1,0.03183370927508881,0.002131481506669856
net1_4echo_bias_corrected,sub-19284,2,0.028709417561880134,0.0019302153273736337
net1_4echo_bias_corrected,sub-19284,3,0.02162087359446219,0.001051996257086594
net1_4echo_bias_corrected,sub-19284,4,0.021634168793554155,0.0010936313151363756
net1_4echo_bias_corrected,sub-19774,1,0.030071596656257155,0.0019193930385074864
net1_4echo_bias_corrected,sub-19774,2,0.02737320604001603,0.0018149573390255813
net1_4echo_bias_corrected,sub-19774,3,0.02048303489057906,0.0009689147266571427
net1_4echo_bias_corrected,sub-19774,4,0.021465351027455722,0.0010747301583216718
net1_4echo_bias_corrected,sub-19943,1,0.02801420513893622,0.0016702085522475214
net1_4echo_bias_corrected,sub-19943,2,0.024675031600217976,0.0014866949190301016
net1_4echo_bias_corrected,sub-19943,3,0.018112221751381857,0.0007157419822753351
net1_4echo_bias_corrected,sub-19943,4,0.019322331185679636,0.0008529389008659955
net1_4echo_bias_corrected,sub-19979,1,0.02988611949511317,0.0019420405773272842
net1_4echo_bias_corrected,sub-19979,2,0.02551563314619384,0.001576888218820666
net1_4echo_bias_corrected,sub-19979,3,0.02043090651881012,0.0009948049056420765
net1_4echo_bias_corrected,sub-19979,4,0.0220810631583153,0.0012601551452709585
net1_4echo_bias_corrected,sub-20094,1,0.03156751400725204,0.001991345771375599
net1_4echo_bias_corrected,sub-20094,2,0.027680073615890703,0.0017206314632080522
net1_4echo_bias_corrected,sub-20094,3,0.02208954347306693,0.001038342515638516
net1_4echo_bias_corrected,sub-20094,4,0.02329052134435144,0.0012562493878951104
net1_4echo_bias_corrected,sub-20407,1,0.030755753744762776,0.0018723576293869465
net1_4echo_bias_corrected,sub-20407,2,0.029353021852219503,0.0019227430394273472
net1_4echo_bias_corrected,sub-20407,3,0.021056562328158904,0.0008815939341144794
net1_4echo_bias_corrected,sub-20407,4,0.02156578391567178,0.0009217590624819407
net1_4echo_bias_corrected,sub-20408,1,0.028810706676542716,0.001920775109348125
